1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 080000005699AE21
Is Mission Active?  false
Mission Start:  Sun Jul 18 17:46:00 CEST 2021
Sample Rate:  Every 255 minute(s)
Number of Mission Samples:  2074
Total Samples:  2074
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
10/23/21, 2:31:00 PM,C,4
10/23/21, 6:46:00 PM,C,3.5
10/23/21, 11:01:00 PM,C,3
10/24/21, 3:16:00 AM,C,2.5
10/24/21, 7:31:00 AM,C,3.5
10/24/21, 11:46:00 AM,C,4.5
10/24/21, 4:01:00 PM,C,2.5
10/24/21, 8:16:00 PM,C,2.5
10/25/21, 12:31:00 AM,C,2.5
10/25/21, 4:46:00 AM,C,2
10/25/21, 9:01:00 AM,C,2
10/25/21, 1:16:00 PM,C,3
10/25/21, 5:31:00 PM,C,0
10/25/21, 9:46:00 PM,C,0
10/26/21, 2:01:00 AM,C,0
10/26/21, 6:16:00 AM,C,0
10/26/21, 10:31:00 AM,C,1
10/26/21, 2:46:00 PM,C,2.5
10/26/21, 7:01:00 PM,C,1.5
10/26/21, 11:16:00 PM,C,1
10/27/21, 3:31:00 AM,C,0.5
10/27/21, 7:46:00 AM,C,1
10/27/21, 12:01:00 PM,C,3.5
10/27/21, 4:16:00 PM,C,3.5
10/27/21, 8:31:00 PM,C,2
10/28/21, 12:46:00 AM,C,0.5
10/28/21, 5:01:00 AM,C,0
10/28/21, 9:16:00 AM,C,6
10/28/21, 1:31:00 PM,C,7.5
10/28/21, 5:46:00 PM,C,6
10/28/21, 10:01:00 PM,C,3.5
10/29/21, 2:16:00 AM,C,2.5
10/29/21, 6:31:00 AM,C,1.5
10/29/21, 10:46:00 AM,C,4.5
10/29/21, 3:01:00 PM,C,3
10/29/21, 7:16:00 PM,C,-2.5
10/29/21, 11:31:00 PM,C,-3.5
10/30/21, 3:46:00 AM,C,-4.5
10/30/21, 8:01:00 AM,C,-5
10/30/21, 12:16:00 PM,C,16
10/30/21, 4:31:00 PM,C,0
10/30/21, 8:46:00 PM,C,-3
10/31/21, 1:01:00 AM,C,-4
10/31/21, 4:16:00 AM,C,-4.5
10/31/21, 8:31:00 AM,C,-0.5
10/31/21, 12:46:00 PM,C,12
10/31/21, 5:01:00 PM,C,-1.5
10/31/21, 9:16:00 PM,C,-2.5
11/1/21, 1:31:00 AM,C,-2.5
11/1/21, 5:46:00 AM,C,-2.5
11/1/21, 10:01:00 AM,C,15
11/1/21, 2:16:00 PM,C,7
11/1/21, 6:31:00 PM,C,3.5
11/1/21, 10:46:00 PM,C,3.5
11/2/21, 3:01:00 AM,C,2
11/2/21, 7:16:00 AM,C,1
11/2/21, 11:31:00 AM,C,6.5
11/2/21, 3:46:00 PM,C,3
11/2/21, 8:01:00 PM,C,1
11/3/21, 12:16:00 AM,C,3
11/3/21, 4:31:00 AM,C,4
