1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 7500000056935821
Is Mission Active?  false
Mission Start:  Sun Jul 18 17:45:00 CEST 2021
Sample Rate:  Every 255 minute(s)
Number of Mission Samples:  2074
Total Samples:  2076
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
10/16/21, 4:45:00 PM,C,6
10/16/21, 9:00:00 PM,C,5
10/17/21, 1:15:00 AM,C,5
10/17/21, 5:30:00 AM,C,5
10/17/21, 9:45:00 AM,C,5
10/17/21, 2:00:00 PM,C,6.5
10/17/21, 6:15:00 PM,C,7
10/17/21, 10:30:00 PM,C,6
10/18/21, 2:45:00 AM,C,6
10/18/21, 7:00:00 AM,C,5.5
10/18/21, 11:15:00 AM,C,6
10/18/21, 3:30:00 PM,C,7.5
10/18/21, 7:45:00 PM,C,7
10/19/21, 12:00:00 AM,C,6
10/19/21, 4:15:00 AM,C,4.5
10/19/21, 8:30:00 AM,C,3.5
10/19/21, 12:45:00 PM,C,6
10/19/21, 5:00:00 PM,C,7
10/19/21, 9:15:00 PM,C,5.5
10/20/21, 1:30:00 AM,C,4.5
10/20/21, 5:45:00 AM,C,5
10/20/21, 10:00:00 AM,C,5
10/20/21, 2:15:00 PM,C,5.5
10/20/21, 6:30:00 PM,C,5.5
10/20/21, 10:45:00 PM,C,5
10/21/21, 3:00:00 AM,C,4.5
10/21/21, 7:15:00 AM,C,4
10/21/21, 11:30:00 AM,C,5
10/21/21, 3:45:00 PM,C,7
10/21/21, 8:00:00 PM,C,6.5
10/22/21, 12:15:00 AM,C,6
10/22/21, 4:30:00 AM,C,6
10/22/21, 8:45:00 AM,C,6
10/22/21, 1:00:00 PM,C,6.5
10/22/21, 5:15:00 PM,C,7
10/22/21, 9:30:00 PM,C,5.5
10/23/21, 1:45:00 AM,C,5.5
10/23/21, 6:00:00 AM,C,5
10/23/21, 10:15:00 AM,C,5
10/23/21, 2:30:00 PM,C,5.5
10/23/21, 6:45:00 PM,C,5.5
10/23/21, 11:00:00 PM,C,5
10/24/21, 3:15:00 AM,C,4.5
10/24/21, 7:30:00 AM,C,4.5
10/24/21, 11:45:00 AM,C,5
10/24/21, 4:00:00 PM,C,5
10/24/21, 8:15:00 PM,C,4.5
10/25/21, 12:30:00 AM,C,4.5
10/25/21, 4:45:00 AM,C,4.5
10/25/21, 9:00:00 AM,C,4
10/25/21, 1:15:00 PM,C,4.5
10/25/21, 5:30:00 PM,C,3.5
10/25/21, 9:45:00 PM,C,3
10/26/21, 2:00:00 AM,C,2.5
10/26/21, 6:15:00 AM,C,2.5
10/26/21, 10:30:00 AM,C,2.5
10/26/21, 2:45:00 PM,C,2.5
10/26/21, 7:00:00 PM,C,2.5
10/26/21, 11:15:00 PM,C,2
10/27/21, 3:30:00 AM,C,2
10/27/21, 7:45:00 AM,C,2.5
10/27/21, 12:00:00 PM,C,3
10/27/21, 4:15:00 PM,C,3.5
10/27/21, 8:30:00 PM,C,3.5
10/28/21, 12:45:00 AM,C,3
10/28/21, 5:00:00 AM,C,2.5
10/28/21, 9:15:00 AM,C,2.5
10/28/21, 1:30:00 PM,C,4
10/28/21, 5:45:00 PM,C,4.5
10/28/21, 10:00:00 PM,C,4
10/29/21, 2:15:00 AM,C,4
10/29/21, 6:30:00 AM,C,3.5
10/29/21, 10:45:00 AM,C,3.5
10/29/21, 3:00:00 PM,C,4.5
10/29/21, 7:15:00 PM,C,3.5
10/29/21, 11:30:00 PM,C,2
10/30/21, 3:45:00 AM,C,1.5
10/30/21, 8:00:00 AM,C,1
10/30/21, 12:15:00 PM,C,1
10/30/21, 4:30:00 PM,C,1
10/30/21, 8:45:00 PM,C,1
10/31/21, 1:00:00 AM,C,0.5
10/31/21, 4:15:00 AM,C,0.5
10/31/21, 8:30:00 AM,C,0.5
10/31/21, 12:45:00 PM,C,0.5
10/31/21, 5:00:00 PM,C,0.5
10/31/21, 9:15:00 PM,C,0.5
11/1/21, 1:30:00 AM,C,0.5
11/1/21, 5:45:00 AM,C,0.5
11/1/21, 10:00:00 AM,C,0.5
11/1/21, 2:15:00 PM,C,0.5
11/1/21, 6:30:00 PM,C,0.5
11/1/21, 10:45:00 PM,C,0.5
11/2/21, 3:00:00 AM,C,1
11/2/21, 7:15:00 AM,C,1
11/2/21, 11:30:00 AM,C,2.5
11/2/21, 3:45:00 PM,C,3
11/2/21, 8:00:00 PM,C,2
11/3/21, 12:15:00 AM,C,2
11/3/21, 4:30:00 AM,C,2.5
